,order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sell_price,profit
690,691,2022-04-02,Second Class,Consumer,United States,Waynesboro,Virginia,22980,South,Technology,Phones,TEC-PH-10002033,1,5.6,274.4,34.39999999999998
691,692,2023-07-19,Second Class,Consumer,United States,Waynesboro,Virginia,22980,South,Office Supplies,Storage,OFF-ST-10002444,3,0.8,39.2,-0.7999999999999972
692,693,2022-07-14,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Accessories,TEC-AC-10002253,1,8.5,161.5,21.5
693,694,2022-09-29,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10000743,5,0.9,29.1,-0.8999999999999986
694,695,2022-02-18,First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Art,OFF-AR-10003373,8,8.0,192.0,22.0
695,696,2023-08-22,First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Labels,OFF-LA-10002312,4,2.0,48.0,8.0
696,697,2023-12-01,First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Envelopes,OFF-EN-10000927,7,8.0,192.0,12.0
697,698,2022-03-24,First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Labels,OFF-LA-10003510,4,3.0,97.0,17.0
698,699,2023-01-14,First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Art,OFF-AR-10001118,1,0.0,0.0,0.0
699,700,2023-05-13,First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,OFF-BI-10001575,2,0.6,19.4,-0.6000000000000014
700,701,2022-09-15,First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,OFF-BI-10001982,3,0.0,0.0,0.0
701,702,2023-01-18,Standard Class,Corporate,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,FUR-FU-10002960,3,0.6,19.4,-0.6000000000000014
702,703,2022-04-27,Second Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10003394,3,8.4,201.6,11.599999999999994
703,704,2023-08-29,Standard Class,Consumer,United States,Long Beach,California,90805,West,Furniture,Tables,FUR-TA-10002774,3,7.4,362.6,22.600000000000023
704,705,2022-05-18,Standard Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Paper,OFF-PA-10001800,2,0.2,9.8,-0.1999999999999993
705,706,2023-10-14,Standard Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Appliances,OFF-AP-10001469,5,5.1,164.9,24.900000000000006
706,707,2023-02-19,Standard Class,Corporate,United States,Cary,North Carolina,27511,South,Technology,Accessories,TEC-AC-10002399,1,0.6,19.4,-0.6000000000000014
707,708,2022-12-10,First Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10003628,4,4.8,115.2,15.200000000000003
708,709,2023-04-17,First Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10003272,5,44.0,836.0,96.0
709,710,2022-11-04,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000050,8,1.5,48.5,8.5
710,711,2022-11-30,First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10004071,1,2.4,57.6,7.600000000000001
711,712,2022-06-06,Standard Class,Consumer,United States,Palm Coast,Florida,32137,South,Office Supplies,Envelopes,OFF-EN-10001219,4,0.8,19.2,-0.8000000000000007
712,713,2023-08-20,Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Appliances,OFF-AP-10001154,6,5.6,274.4,34.39999999999998
713,714,2023-01-14,Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Technology,Phones,TEC-PH-10003012,2,12.4,297.6,7.600000000000023
714,715,2022-04-21,Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Technology,Accessories,TEC-AC-10001606,3,15.0,285.0,25.0
715,716,2022-06-07,Second Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10003355,5,0.6,19.4,-0.6000000000000014
716,717,2022-05-25,First Class,Consumer,United States,Dover,Delaware,19901,East,Furniture,Furnishings,FUR-FU-10000010,2,0.5,9.5,-0.5
717,718,2023-02-01,Standard Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,FUR-FU-10002253,3,3.0,97.0,7.0
718,719,2022-10-25,Standard Class,Home Office,United States,Orem,Utah,84057,West,Office Supplies,Binders,OFF-BI-10001658,3,1.2,58.8,-1.2000000000000028
719,720,2022-07-24,Standard Class,Home Office,United States,Orem,Utah,84057,West,Furniture,Furnishings,FUR-FU-10000246,6,2.8,67.2,7.200000000000003
720,721,2022-05-25,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10004092,3,7.5,142.5,2.5
721,722,2023-08-09,Standard Class,Corporate,United States,Detroit,Michigan,48205,Central,Furniture,Tables,FUR-TA-10000198,3,33.0,1617.0,247.0
722,723,2023-09-09,Standard Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Storage,OFF-ST-10000036,3,15.0,285.0,25.0
723,724,2022-10-06,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10000222,5,5.2,124.8,4.799999999999997
724,725,2023-07-20,Standard Class,Corporate,United States,Hialeah,Florida,33012,South,Office Supplies,Supplies,OFF-SU-10004664,7,1.0,49.0,9.0
725,726,2022-09-04,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Envelopes,OFF-EN-10001141,2,0.6,19.4,-0.6000000000000014
726,727,2022-03-29,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Phones,TEC-PH-10002170,1,3.0,57.0,7.0
727,728,2022-10-07,First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Paper,OFF-PA-10001954,8,5.4,174.6,14.599999999999994
728,729,2022-07-06,First Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Tables,FUR-TA-10002228,2,12.0,388.0,38.0
729,730,2022-12-27,First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,OFF-ST-10004634,3,1.2,28.8,-1.1999999999999993
730,731,2022-02-06,First Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Chairs,FUR-CH-10002965,3,16.2,523.8,33.799999999999955
731,732,2023-12-13,First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Labels,OFF-LA-10001317,2,0.2,9.8,-0.1999999999999993
732,733,2022-09-08,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,OFF-ST-10000736,3,4.8,235.2,25.19999999999999
733,734,2022-11-13,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10003610,3,9.0,171.0,1.0
734,735,2023-02-21,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10003982,6,3.0,97.0,17.0
735,736,2022-08-13,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10003291,4,1.5,28.5,-1.5
736,737,2023-06-25,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Bookcases,FUR-BO-10001619,1,2.4,77.6,-2.4000000000000057
737,738,2023-05-18,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10000138,5,0.4,19.6,-0.3999999999999986
738,739,2023-01-27,Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10001383,2,1.0,49.0,-1.0
739,740,2022-11-21,Standard Class,Home Office,United States,Naperville,Illinois,60540,Central,Office Supplies,Labels,OFF-LA-10003223,3,0.3,9.7,-0.3000000000000007
740,741,2022-06-24,Standard Class,Home Office,United States,Naperville,Illinois,60540,Central,Office Supplies,Storage,OFF-ST-10002743,3,5.4,264.6,14.600000000000023
741,742,2022-09-21,Standard Class,Home Office,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,OFF-BI-10004094,2,0.0,0.0,0.0
742,743,2022-04-16,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,OFF-SU-10004498,5,2.5,47.5,-2.5
743,744,2022-04-26,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,OFF-PA-10002615,1,0.0,0.0,0.0
744,745,2023-12-08,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,OFF-PA-10004971,1,0.0,0.0,0.0
745,746,2022-08-23,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,OFF-SU-10004261,4,2.4,57.6,7.600000000000001
746,747,2022-01-16,Same Day,Corporate,United States,San Diego,California,92105,West,Furniture,Tables,FUR-TA-10002607,10,17.1,552.9,72.89999999999998
747,748,2022-11-14,Same Day,Corporate,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10001809,4,14.4,345.6,5.600000000000023
748,749,2023-02-11,Second Class,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Phones,TEC-PH-10000004,1,0.4,9.6,-0.40000000000000036
749,750,2022-11-17,Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Binders,OFF-BI-10003638,3,1.8,58.2,8.200000000000003
750,751,2022-11-27,Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Furniture,Furnishings,FUR-FU-10003577,11,4.8,155.2,25.19999999999999
751,752,2022-08-05,Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Art,OFF-AR-10003478,7,2.4,57.6,-2.3999999999999986
752,753,2023-07-25,Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Binders,OFF-BI-10000546,1,0.0,0.0,0.0
753,754,2023-10-14,First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Copiers,TEC-CO-10002095,3,36.0,1164.0,144.0
754,755,2023-05-13,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,FUR-FU-10002759,4,3.2,76.8,6.799999999999997
755,756,2023-05-02,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Tables,FUR-TA-10001095,4,7.6,372.4,22.399999999999977
756,757,2022-02-18,Standard Class,Consumer,United States,Cottage Grove,Minnesota,55016,Central,Office Supplies,Storage,OFF-ST-10002444,2,1.0,19.0,-1.0
757,758,2023-06-24,Standard Class,Consumer,United States,Cottage Grove,Minnesota,55016,Central,Technology,Accessories,TEC-AC-10001267,4,4.8,115.2,15.200000000000003
758,759,2022-06-15,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10000848,3,0.2,9.8,-0.1999999999999993
759,760,2022-10-28,Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,Central,Office Supplies,Paper,OFF-PA-10002377,4,0.8,19.2,-0.8000000000000007
760,761,2023-07-20,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10003441,9,3.0,57.0,-3.0
761,762,2023-10-04,Standard Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Labels,OFF-LA-10004484,3,0.5,9.5,-0.5
762,763,2023-11-01,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,TEC-PH-10003931,3,3.3,106.7,16.700000000000003
763,764,2023-09-27,Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Office Supplies,Envelopes,OFF-EN-10001990,2,0.2,9.8,-0.1999999999999993
764,765,2023-08-11,Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Office Supplies,Envelopes,OFF-EN-10001532,3,2.5,47.5,-2.5
765,766,2023-05-05,Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Technology,Accessories,TEC-AC-10003174,6,32.5,617.5,87.5
766,767,2023-05-06,Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Office Supplies,Binders,OFF-BI-10004187,3,0.3,9.7,-0.3000000000000007
767,768,2022-08-10,Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Office Supplies,Storage,OFF-ST-10000025,6,17.1,552.9,12.899999999999977
768,769,2023-09-24,Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,FUR-FU-10004306,2,12.4,297.6,17.600000000000023
769,770,2022-08-26,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Furniture,Chairs,FUR-CH-10003746,2,12.8,627.2,57.200000000000045
770,771,2022-01-24,Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,OFF-BI-10001036,2,0.8,19.2,-0.8000000000000007
771,772,2022-08-13,Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Technology,Phones,TEC-PH-10004614,3,4.2,205.8,35.80000000000001
772,773,2022-03-13,Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,OFF-BI-10000301,5,1.5,28.5,-1.5
773,774,2023-03-09,Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,OFF-BI-10003910,1,0.3,9.7,-0.3000000000000007
774,775,2023-03-30,Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Art,OFF-AR-10004648,2,1.6,38.4,-1.6000000000000014
775,776,2022-12-19,Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Furniture,Furnishings,FUR-FU-10002597,7,0.6,29.4,-0.6000000000000014
776,777,2022-02-14,Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art,OFF-AR-10003405,7,1.2,28.8,-1.1999999999999993
777,778,2022-07-06,First Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10002335,3,10.8,529.2,89.20000000000005
778,779,2022-05-21,First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10000157,3,3.0,57.0,7.0
779,780,2023-03-05,First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10001947,4,0.8,19.2,-0.8000000000000007
780,781,2023-07-05,First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10003657,1,0.0,0.0,0.0
781,782,2023-02-27,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10001098,5,1.5,28.5,8.5
782,783,2022-02-03,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,TEC-AC-10002167,2,0.8,19.2,-0.8000000000000007
783,784,2022-04-28,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,FUR-BO-10004409,1,2.0,38.0,-2.0
784,785,2023-11-09,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,TEC-AC-10000057,2,1.5,48.5,-1.5
785,786,2022-04-05,Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,OFF-EN-10000056,3,7.6,182.4,22.400000000000006
786,787,2023-04-01,Second Class,Consumer,United States,Lancaster,California,93534,West,Office Supplies,Binders,OFF-BI-10000014,2,0.4,19.6,-0.3999999999999986
787,788,2023-06-07,Standard Class,Consumer,United States,Lancaster,California,93534,West,Furniture,Chairs,FUR-CH-10004675,2,10.5,339.5,49.5
788,789,2023-02-12,Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,OFF-BI-10001543,4,5.6,134.4,24.400000000000006
789,790,2022-07-25,Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Storage,OFF-ST-10001321,1,0.6,19.4,-0.6000000000000014
790,791,2023-04-07,Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,OFF-BI-10001132,8,1.6,38.4,8.399999999999999
791,792,2022-04-09,Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Furniture,Chairs,FUR-CH-10003199,3,6.6,323.4,43.39999999999998
792,793,2022-05-14,Same Day,Consumer,United States,Asheville,North Carolina,28806,South,Technology,Phones,TEC-PH-10001530,5,68.0,1292.0,122.0
793,794,2023-11-27,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10001569,2,0.2,9.8,-0.1999999999999993
794,795,2023-03-11,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10003724,4,0.8,19.2,-0.8000000000000007
795,796,2023-06-18,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,OFF-BI-10000546,7,0.8,19.2,-0.8000000000000007
796,797,2023-02-15,First Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,OFF-PA-10000176,7,2.6,127.4,17.400000000000006
797,798,2023-04-14,First Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,OFF-PA-10002365,2,0.4,9.6,-0.40000000000000036
798,799,2022-11-06,First Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Labels,OFF-LA-10002271,7,0.4,19.6,-0.3999999999999986
799,800,2023-11-26,Standard Class,Consumer,United States,Lake Elsinore,California,92530,West,Furniture,Chairs,FUR-CH-10002647,5,8.4,271.6,11.600000000000023
800,801,2023-05-24,First Class,Corporate,United States,San Diego,California,92105,West,Furniture,Furnishings,FUR-FU-10004090,1,1.0,19.0,-1.0
801,802,2023-12-25,First Class,Corporate,United States,San Diego,California,92105,West,Technology,Phones,TEC-PH-10001580,2,8.8,211.2,1.1999999999999886
802,803,2023-09-23,Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10000576,9,14.4,345.6,25.600000000000023
803,804,2022-10-11,Standard Class,Corporate,United States,Monroe,Louisiana,71203,South,Office Supplies,Paper,OFF-PA-10003953,2,0.3,9.7,-0.3000000000000007
804,805,2022-02-23,First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10000794,2,1.0,19.0,-1.0
805,806,2022-10-17,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Art,OFF-AR-10001897,3,1.6,38.4,-1.6000000000000014
806,807,2023-04-07,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,TEC-PH-10001795,4,79.2,1900.8,200.79999999999995
807,808,2023-05-26,First Class,Consumer,United States,Omaha,Nebraska,68104,Central,Furniture,Furnishings,FUR-FU-10003347,2,1.5,28.5,-1.5
808,809,2023-07-01,First Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Accessories,TEC-AC-10004901,3,6.0,144.0,14.0
809,810,2023-01-27,First Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Art,OFF-AR-10003190,4,0.4,9.6,-0.40000000000000036
810,811,2022-04-30,First Class,Consumer,United States,Edmonds,Washington,98026,West,Furniture,Tables,FUR-TA-10002903,5,65.0,1235.0,145.0
811,812,2022-04-04,First Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Appliances,OFF-AP-10000240,4,10.5,199.5,9.5
812,813,2023-07-28,First Class,Consumer,United States,Edmonds,Washington,98026,West,Technology,Accessories,TEC-AC-10001101,2,1.5,28.5,8.5
813,814,2023-12-22,Same Day,Consumer,United States,Santa Ana,California,92704,West,Furniture,Furnishings,FUR-FU-10000794,2,0.4,19.6,-0.3999999999999986
814,815,2023-10-13,Same Day,Consumer,United States,Santa Ana,California,92704,West,Technology,Accessories,TEC-AC-10001838,7,70.0,1330.0,60.0
815,816,2022-09-12,First Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,OFF-PA-10000061,8,2.0,48.0,-2.0
816,817,2022-04-15,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,OFF-PA-10003651,1,0.5,9.5,-0.5
817,818,2023-02-23,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,OFF-PA-10000304,8,1.2,38.8,8.799999999999997
818,819,2022-06-29,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10003094,3,0.0,0.0,0.0
819,820,2023-11-09,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,FUR-CH-10001394,5,61.5,1168.5,138.5
820,821,2022-11-18,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10004230,3,0.6,29.4,-0.6000000000000014
821,822,2023-07-06,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,OFF-PA-10003395,4,13.6,326.4,36.39999999999998
822,823,2022-10-13,Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Technology,Accessories,TEC-AC-10002402,3,4.8,235.2,25.19999999999999
823,824,2023-08-31,Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Labels,OFF-LA-10003223,2,0.3,9.7,-0.3000000000000007
824,825,2022-04-08,Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10003441,4,2.8,67.2,7.200000000000003
825,826,2023-11-23,Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10000109,3,6.8,163.2,3.1999999999999886
826,827,2023-06-21,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Fasteners,OFF-FA-10002280,7,0.8,39.2,-0.7999999999999972
827,828,2023-10-24,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Supplies,OFF-SU-10000381,4,1.6,38.4,8.399999999999999
828,829,2023-12-23,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Envelopes,OFF-EN-10004459,2,0.6,19.4,-0.6000000000000014
829,830,2022-04-23,Second Class,Consumer,United States,Florence,Kentucky,41042,South,Furniture,Chairs,FUR-CH-10000665,2,12.0,288.0,38.0
830,831,2022-12-12,Second Class,Consumer,United States,Florence,Kentucky,41042,South,Office Supplies,Appliances,OFF-AP-10003884,3,7.2,172.8,22.80000000000001
831,832,2023-05-30,Second Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,TEC-PH-10001557,2,7.6,182.4,2.4000000000000057
832,833,2023-03-21,Second Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,TEC-PH-10002085,1,3.5,66.5,6.5
833,834,2022-11-18,Standard Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Art,OFF-AR-10002956,2,0.8,39.2,9.200000000000003
834,835,2023-07-30,Standard Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Appliances,OFF-AP-10003266,2,0.8,19.2,-0.8000000000000007
835,836,2022-08-01,Standard Class,Corporate,United States,Tampa,Florida,33614,South,Technology,Machines,TEC-MA-10004002,1,8.1,261.9,41.89999999999998
836,837,2023-04-25,Second Class,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Binders,OFF-BI-10001071,4,1.0,49.0,9.0
837,838,2023-10-29,Standard Class,Home Office,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,OFF-PA-10001560,2,0.2,9.8,-0.1999999999999993
838,839,2022-11-08,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Technology,Phones,TEC-PH-10002365,3,0.8,19.2,-0.8000000000000007
839,840,2023-03-10,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10004648,3,1.8,58.2,8.200000000000003
840,841,2023-06-29,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10002578,4,0.5,9.5,-0.5
841,842,2022-12-26,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10001519,4,3.8,186.2,16.19999999999999
842,843,2023-12-22,First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10001294,4,2.0,38.0,8.0
843,844,2023-05-01,First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10001636,4,0.6,29.4,-0.6000000000000014
844,845,2022-03-07,First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Supplies,OFF-SU-10002503,2,0.5,9.5,-0.5
845,846,2023-06-20,First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Labels,OFF-LA-10004093,2,0.5,9.5,-0.5
846,847,2022-02-10,Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Technology,Phones,TEC-PH-10001552,7,2.4,77.6,7.599999999999994
847,848,2023-12-21,Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,FUR-CH-10001891,3,8.7,281.3,51.30000000000001
848,849,2023-06-21,Standard Class,Consumer,United States,Lorain,Ohio,44052,East,Furniture,Furnishings,FUR-FU-10003878,4,1.0,49.0,9.0
849,850,2023-04-22,Standard Class,Corporate,United States,Linden,New Jersey,7036,East,Technology,Accessories,TEC-AC-10000710,7,3.6,116.4,6.400000000000006
850,851,2022-04-30,Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Art,OFF-AR-10002335,2,0.2,9.8,-0.1999999999999993
851,852,2022-02-10,Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Paper,OFF-PA-10001870,6,2.0,38.0,8.0
852,853,2022-03-28,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,OFF-AR-10003373,6,3.8,186.2,26.19999999999999
853,854,2023-12-11,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10004090,2,1.6,38.4,8.399999999999999
854,855,2023-01-20,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10000736,3,4.8,235.2,45.19999999999999
855,856,2023-08-27,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10001019,2,2.0,38.0,8.0
856,857,2022-07-05,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,OFF-SU-10002537,10,2.0,98.0,8.0
857,858,2023-03-22,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10003221,2,0.8,19.2,-0.8000000000000007
858,859,2022-08-27,Standard Class,Home Office,United States,New Brunswick,New Jersey,8901,East,Office Supplies,Paper,OFF-PA-10004569,1,0.4,9.6,-0.40000000000000036
859,860,2023-06-05,Standard Class,Home Office,United States,New Brunswick,New Jersey,8901,East,Office Supplies,Fasteners,OFF-FA-10000624,2,0.3,9.7,-0.3000000000000007
860,861,2022-07-02,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,OFF-SU-10001225,2,0.4,9.6,-0.40000000000000036
861,862,2022-04-06,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10003752,2,0.8,19.2,-0.8000000000000007
862,863,2023-07-26,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Accessories,TEC-AC-10001714,6,3.8,186.2,16.19999999999999
863,864,2022-11-02,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,OFF-AR-10003958,2,0.4,9.6,-0.40000000000000036
864,865,2022-01-30,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,TEC-PH-10002923,2,1.2,58.8,8.799999999999997
865,866,2022-04-01,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,OFF-LA-10004272,1,0.0,0.0,0.0
866,867,2023-09-06,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,FUR-FU-10000965,1,2.0,48.0,8.0
867,868,2022-12-28,First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,OFF-LA-10004853,4,1.0,19.0,-1.0
